time,lat,lon,NO2,name,Shrubs_3000,Shrubs_6000,Shrubs_9000,Herbaceous_vegetation_3000,Herbaceous_vegetation_6000,Herbaceous_vegetation_9000,Cultivated_and_managed_vegetation/agriculture_3000,Cultivated_and_managed_vegetation/agriculture_6000,Cultivated_and_managed_vegetation/agriculture_9000,Urban/built_up_3000,Urban/built_up_6000,Urban/built_up_9000,Bare/sparse_vegetation_3000,Bare/sparse_vegetation_6000,Bare/sparse_vegetation_9000,Snow_and_ice_3000,Snow_and_ice_6000,Snow_and_ice_9000,Permanent_water_bodies_3000,Permanent_water_bodies_6000,Permanent_water_bodies_9000,Herbaceous_wetland_3000,Herbaceous_wetland_6000,Herbaceous_wetland_9000,Moss_and_lichen_3000,Moss_and_lichen_6000,Moss_and_lichen_9000,Close_forest_3000,Close_forest_6000,Close_forest_9000,Open_forest_3000,Open_forest_6000,Open_forest_9000,"Oceans,seas_3000","Oceans,seas_6000","Oceans,seas_9000",NDVI_3000,NDVI_6000,NDVI_9000,S5P_NO2_3000,S5P_NO2_6000,S5P_NO2_9000,temperature_3000,temperature_6000,temperature_9000,wind_speed_3000,wind_speed_6000,wind_speed_9000,relative_humidity_3000,relative_humidity_6000,relative_humidity_9000,pressure_3000,pressure_6000,pressure_9000,planetary_boundary_layer_height[pblh]_3000,planetary_boundary_layer_height[pblh]_6000,planetary_boundary_layer_height[pblh]_9000,dewpoint_temperature_(dpt)_3000,dewpoint_temperature_(dpt)_6000,dewpoint_temperature_(dpt)_9000,road_density_3000,road_density_6000,road_density_9000,population_density_3000,population_density_6000,population_density_9000
1/11/2019,21.0491,105.8831,38.9171875,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-5.551115123125783e-17,-5.551115123125783e-17,-2.7755575615628914e-16,16.199150297376846,16.21666389465332,16.215144566127233,2.7938982115851507,2.824881868362427,2.84337795510584,78.25615946451823,78.68806976318359,78.85237183862803,101849.92013888889,101846.140625,101846.93845663265,239.20210774739584,241.45563903808593,242.42309258908642,15.380343749994708,15.372383750005392,15.369772321431142,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/12/2019,21.0491,105.8831,42.94177917,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,18.67173809475369,18.713305740356446,18.72979113520408,2.7938982115851507,2.824881868362427,2.84337795510584,80.79552629258897,80.67235900878906,80.6115632349131,101742.27256944444,101737.941875,101738.67952806123,304.2741394042969,308.8635778808594,312.0254124232701,14.913916666668634,14.903409999995493,14.888413265301153,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/13/2019,21.0491,105.8831,40.98890833,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-5.551115123125783e-17,0.0,5.551115123125783e-17,18.39124001397027,18.412356338500977,18.422033815967794,1.862203770213657,1.8523566436767578,1.8407666926481285,85.08645290798611,84.9564193725586,84.93163906798071,101742.27256944444,101737.941875,101738.67952806123,180.96237013075086,174.77525817871094,171.9809501803651,14.913916666668634,14.903409999995493,14.888413265301153,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/14/2019,21.0491,105.8831,48.20266667,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-5.551115123125783e-17,-1.1102230246251565e-16,-1.6653345369377348e-16,18.61527993943956,18.617971115112304,18.642324720110214,2.441527896457248,2.4654361724853517,2.483875114090589,76.00428263346355,76.09873840332031,76.00601196289062,101686.7578125,101682.7140625,101683.19005102041,256.75601874457465,249.3555224609375,243.83824344557158,15.058444444445842,15.07607999999076,15.075326530600195,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/15/2019,21.0491,105.8831,47.01025417,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,2.7755575615628914e-17,-2.7755575615628914e-17,2.7755575615628914e-17,15.78086609310574,15.769371795654298,15.754304535534917,2.441527896457248,2.4654361724853517,2.483875114090589,70.90572781032986,70.99950439453124,71.068044857103,102008.13715277778,102004.67625,102005.46205357143,557.7942504882812,552.159150390625,553.8755019830197,9.642472222221032,9.63324999999837,9.627249999999364,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/16/2019,21.0491,105.8831,21.04400417,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-1.6653345369377348e-16,1.1102230246251565e-16,5.551115123125783e-17,13.879906866285536,13.871286697387696,13.876391255125707,3.828071461783515,3.856902713775635,3.8744742481075987,70.90572781032986,70.99950439453124,71.068044857103,102244.30815972222,102240.8525,102241.61128826531,450.7389729817708,455.280859375,458.0972445740992,9.54106250000445,9.461862499995624,9.412327806119052,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/17/2019,21.0491,105.8831,32.21331667,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,13.655708207024468,13.632605018615722,13.623375094666773,3.2346052593655057,3.210453500747681,3.2170528441059347,65.66436343722873,65.79796295166015,65.856097785794,102244.30815972222,102240.8525,102241.61128826531,551.9070095486111,542.0297863769531,537.2852994957749,9.54106250000445,9.461862499995624,9.412327806119052,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/18/2019,21.0491,105.8831,56.01904167,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-8.326672684688674e-17,-5.551115123125783e-17,2.7755575615628914e-17,15.083352830674913,15.067346878051758,15.06121522553113,3.2346052593655057,3.210453500747681,3.2170528441059347,71.0489501953125,70.97719329833984,70.98334176199776,101640.58333333333,101637.0275,101637.94579081633,409.5037095811632,409.5171594238281,408.7456092055963,6.712114583331438,6.707401250003313,6.707587372450893,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/19/2019,21.0491,105.8831,70.90895,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,5.551115123125783e-17,2.220446049250313e-16,3.885780586188048e-16,17.821295420328777,17.80151626586914,17.791069458942022,1.6248244444529216,1.5805950546264649,1.5753664678456831,84.48291609022353,84.5228921508789,84.47803808718311,101640.58333333333,101637.0275,101637.94579081633,409.5037095811632,409.5171594238281,408.7456092055963,14.559565972223936,14.542503750000032,14.511282525508046,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/20/2019,21.0491,105.8831,61.71862917,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,5.551115123125783e-17,-1.1102230246251565e-16,1.6653345369377348e-16,18.031063927544487,18.008442993164063,17.99463680812291,1.6248244444529216,1.5805950546264649,1.5753664678456831,84.48291609022353,84.5228921508789,84.47803808718311,101908.48263888889,101905.283125,101905.72672193877,442.9614495171441,437.6548864746094,435.9859868263712,16.1735625000179,16.18692250000546,16.18760331632743,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/21/2019,21.0491,105.8831,30.25038333,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,0.0,-1.3877787807814457e-17,-8.326672684688674e-17,14.908887227376303,14.90304946899414,14.898803321682678,4.403799374898274,4.4170997619628904,4.422125329776686,64.19521925184462,64.17944244384766,64.09356533751196,102376.17274305556,102372.2840625,102372.6680484694,684.1603732638889,681.5827172851563,678.7850391621492,7.582930555560678,7.607695000004023,7.60921173469919,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/22/2019,21.0491,105.8831,57.45888261,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,5.551115123125783e-17,1.3877787807814457e-16,2.498001805406602e-16,14.329204983181423,14.29916389465332,14.270466279010384,2.343018001980252,2.3635206699371336,2.387916608732574,64.19521925184462,64.17944244384766,64.09356533751196,102237.15798611111,102233.2903125,102234.06536989796,483.3577406141493,475.5276220703125,471.1639659648039,7.582930555560678,7.607695000004023,7.60921173469919,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/23/2019,21.0491,105.8831,95.19209524,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-5.551115123125783e-17,-1.1102230246251565e-16,0.0,15.281166818406847,15.248010368347169,15.227724853827029,2.303404543134901,2.249195909500122,2.2188621978370513,77.00499894883897,77.2082650756836,77.26875647720026,101893.84722222222,101890.4771875,101891.46077806123,483.3577406141493,475.5276220703125,471.1639659648039,9.761326388892485,9.7707975000015,9.818090561222599,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/24/2019,21.0491,105.8831,46.04705882,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-2.220446049250313e-16,-2.220446049250313e-16,1.1102230246251565e-16,17.054212358262802,17.037686614990236,17.033840140517878,2.999607351091173,2.9886014461517334,2.9761575095507564,77.00499894883897,77.2082650756836,77.26875647720026,101641.51649305556,101637.275625,101638.34630102041,414.7723965115017,415.2223876953125,414.02136666434154,7.999381944443384,8.122897500001127,8.15716198979454,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/25/2019,21.0491,105.8831,28.09166667,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,0.0,2.220446049250313e-16,6.661338147750939e-16,18.961418363783096,18.956890411376953,19.0037628485232,2.999607351091173,2.9886014461517334,2.9761575095507564,83.08080715603299,82.99352722167968,82.7608328060228,101921.78645833333,101919.12625,101920.2936862245,469.1699930826823,436.24277954101564,418.41104624222737,16.813249999996817,16.76568999999785,16.77065816326946,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/26/2019,21.0491,105.8831,27.77083333,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,5.551115123125783e-17,-5.551115123125783e-17,1.1102230246251565e-16,17.381324768066406,17.39015724182129,17.416200365339005,2.669730954700046,2.642512264251709,2.642376189329186,83.08080715603299,82.99352722167968,82.7608328060228,101921.78645833333,101919.12625,101920.2936862245,252.43500773111978,246.34023010253907,245.13478119519291,13.662173611105471,13.622422499997775,13.619674744895226,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/27/2019,21.0491,105.8831,37.225,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-1.1102230246251565e-16,-5.551115123125783e-17,0.0,17.381324768066406,17.39015724182129,17.416200365339005,2.769571542739868,2.7439387893676757,2.7300512839336784,77.38282521565755,77.32668212890626,77.29113738390865,101950.34895833333,101945.9540625,101946.55484693877,469.89605712890625,473.4202819824219,475.69583254444353,14.88695138889145,14.876022500005783,14.860858418368164,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/28/2019,21.0491,105.8831,35.95833333,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,0.0001076516005769511,0.00011257450581755979,0.00011683119068982539,19.26409848531087,19.279445343017578,19.262678652393575,2.769571542739868,2.7439387893676757,2.7300512839336784,77.38282521565755,77.32668212890626,77.29113738390865,101746.77083333333,101742.328125,101743.78300382652,386.56575181749133,385.24207275390626,383.85264431700415,15.852013888885267,15.857424999997018,15.836971938772226,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/29/2019,21.0491,105.8831,31.72796667,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,5.551115123125783e-17,1.1102230246251565e-16,-1.6653345369377348e-16,20.55591540866428,20.571148986816407,20.566925204530055,2.6952027214898004,2.7603709220886232,2.767117811709034,85.13320838080512,85.05238372802734,85.07715668970225,101713.8125,101710.0959375,101710.69451530612,326.32489013671875,339.7051086425781,345.5542509117905,17.06518750000719,17.053507500002162,17.05849362244207,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/30/2019,21.0491,105.8831,40.85408947,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-2.7755575615628914e-17,6.748960004186733e-05,6.74896000418627e-05,20.55591540866428,20.571148986816407,20.566925204530055,4.770105732811822,4.708181915283203,4.644209725516183,82.85083516438802,82.95161376953125,83.00591013382892,101514.40190972222,101509.9396875,101510.82222576531,600.3021782769097,589.4613940429688,582.4192940848214,17.06518750000719,17.053507500002162,17.05849362244207,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
1/31/2019,21.0491,105.8831,42.69805882,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261039674282074,0.2611299651861191,0.26688600863729206,-2.7755575615628914e-17,6.748960004186733e-05,6.74896000418627e-05,19.136242548624676,19.144113845825196,19.15843558798031,4.770105732811822,4.708181915283203,4.644209725516183,82.85083516438802,82.95161376953125,83.00591013382892,101925.30989583333,101920.833125,101921.49186862246,437.20644124348956,417.47428955078124,395.846180507115,-0.9929305013020995,-1.0511971679687848,-1.0826583924584212,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
2/1/2019,21.0491,105.8831,59.91645,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35935195949342513,0.36743550896644595,0.3692929398040382,7.669673783261555e-05,6.890468750986928e-05,6.708394762063228e-05,17.69831106397841,17.691602020263673,17.680299291805344,2.9839808146158853,3.0502084922790527,3.0950501403030084,65.23531850179036,65.25994964599609,65.22415908502073,101972.86284722222,101968.9215625,101969.80994897959,441.7490539550781,436.2263720703125,430.7722143056441,12.377777777786832,12.447719999997643,12.464653061221743,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
2/2/2019,21.0491,105.8831,54.3783875,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35935195949342513,0.36743550896644595,0.3692929398040382,0.000157037139090198,0.00016420607811174382,0.00015603704579701474,19.47251256306966,19.472814559936523,19.462356956637635,3.9851554234822593,3.9732190418243407,3.95628183228629,74.7451400756836,74.76491790771485,74.81914286710779,101386.87673611111,101382.17375,101383.29767219388,440.12803819444446,438.17157470703125,436.4114797163983,12.377777777786832,12.447719999997643,12.464653061221743,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
2/3/2019,21.0491,105.8831,43.2923125,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35935195949342513,0.36743550896644595,0.3692929398040382,2.220446049250313e-16,2.220446049250313e-16,0.0,19.47251256306966,19.472814559936523,19.462356956637635,3.986167377895779,3.98697696685791,3.9941501714745344,74.7451400756836,74.76491790771485,74.81914286710779,101386.87673611111,101382.17375,101383.29767219388,319.7994859483507,312.03765625,309.94541713169644,18.7547430555569,18.706667500003242,18.684534438775867,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
2/4/2019,21.0491,105.8831,23.4062,NVC,0,0,0,0,0,0,3,8,21,3,13,24,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35935195949342513,0.36743550896644595,0.3692929398040382,0.0,2.220446049250313e-16,0.0,19.47251256306966,19.472814559936523,19.462356956637635,3.986167377895779,3.98697696685791,3.9941501714745344,86.39199744330512,86.2544302368164,86.22150281010842,101448.44270833333,101443.8590625,101444.91262755102,267.8884446885851,274.18671142578125,274.0216425681601,18.7547430555569,18.706667500003242,18.684534438775867,3058.012410481771,2518.3688330078126,2177.353130729831,65.648988087972,78.09074107805888,77.08282245473659
